,content,labels
10108,网易云这个社交工具强大真不是盖的,1
10109,你真的活出了我的期待记得以前来看评论量还不到五万现在已经突破了万了真的我差点哭了感谢你的成都让我为我的过去画上一个句号谢谢你,7
10110,嘘万一被现女友看到我会死的很惨的,1
10111,生活很丰富啊小伙子,1
10112,如果一个人听歌不评论那跟咸鱼有什么区别,9
10113,如果你遇见泰州叫王宇轩的姑娘请你告诉她我喜欢她如果评论被淹没也没关系我也谢谢你,5
10114,用着帐号带着前前女友的名字密码带着前女友的生日给现女友弄歌单会不会欠揍,1
10115,莫名戳中泪点,1
10116,我现在到了成都听着成都,2
10117,很喜欢这个调调情不自禁哼唱起来,3
10118,第一首爱的赵雷是画那时候没几个人知道他现在好红了啊我也要努力追梦了北京,1
10119,成都是向往赵雷是信仰,4
10120,成都啊走到哪里总有一样的人在生活啊,4
10121,一半旋律和玫瑰小鹿一样,1
10122,愿陪你走过最难熬的时光总有一句是写的你的故事你的人生愿情话有主你不孤独,9
10123,在庄里读书,1
10124,就服你,1
10125,是你的不管怎样的曲折最终还是你的好好珍惜祝福你们,9
10126,依赖比爱更可怕不同路的终究不能勉强所以我们就到这成都带不走的只有你,2
10127,又让成都火了一把,2
10128,来成都已经一年多了从当初的进入大学到现在没有那么多的惊喜和热情但是我已经渐渐的习惯了这座城市或许在几年后我将离开离开相伴几年的室友同学但是那些一起去在成都街头游玩逛街吃饭的点点滴滴一定会在我们的记忆里深藏成都愿你越来越好,8
10129,生活大多数时候都是要一个人走下去加油,9
10130,四川因为是沈熹微春天还没来她就已经远去,1
10131,这首歌很适合感伤啊,1
10132,国内的高端全在成都,2
10133,女朋友要听我特地来学唱还好不难有机会一定要去成都走走,2
10134,还有杨辉的石家庄之歌,1
10135,不喜欢这歌的是什么心态,3
10136,成都我又来了这次没有人陪我在成都的街头走一走了阴阳,8
10137,雅子陪我在合肥走一走,1
10138,刘静怡记得我爱过你足够咯,1
10139,别再来骗我的眼泪和往事宁愿好多情绪束之高阁落满灰,1
10140,大家是不是在一个地方啊哈哈哈我们考场有人直接就唱上了,1
10141,评论可以呢,9
10142,我实在没招了,1
10143,特别喜欢,3
10144,嗯刚考完,1
10145,武亦姝,1
10146,考试题和中国诗词大会那个人才子佳人,1
10147,我们德州只有德州扒鸡,1
10148,室友单曲循环一天了,1
10149,听到这首歌你想到了谁呢,1
10150,我是不南不北的江苏人哈哈一直想在冬天去一趟东北感受一下听了成都又想去成都了看来东南西北都要去一下了,2
10151,成都好像最多美女,2
10152,现在玉林路的尽头估计全是小酒馆,1
10153,可怜和蓝山蓝一样的下场但是还是比较高兴毕竟红了嘛,1
10154,真的是听过的歌手一个一个都火了,1
10155,谢谢结束了,1
10156,两张爱国福换敬业福,1
10157,如今虾米都是过气的港台歌手网易全是内地创作新人,1
10158,奈何一个人随着年龄增长梦想便不复轻盈他开始用双手掂量生活更看重果实而非花朵出自叶芝的凯尔特的薄暮,1
10159,唱的我都想去成都了,2
10160,分别是在十月那时也有阴雨在街头走了走走过了玉林路灯没灭也没牵手可那人就是带不走也忘不掉的,1
10161,我来成都了然后大家都去广州了,2
10162,其实我第一次听成都时把其中一句听成你会挽着我的衣袖我会把你揣进裤兜不要打我,7
10163,有成都的吗过几天可以一起吃个饭啊,2
10164,张梦圆和我在成都的街头走一走,4
10165,而我也会挽上别人的衣袖从此我们山水不再相逢别忘记我们曾经爱过渣男,1
10166,为什么没有歌词,1
10167,我们需要成都也需要赵雷,4
10168,看了大冰的书知道了你们的故事妮可二彬子雷子还有大冰那些在拉萨的往事总那么让人怀念没有什么过不去只是再也回不去哭什么哭乖摸摸头,9
10169,成都我又来了这次你会给我怎样的惊喜,2
10170,写歌的人假正经听歌的人最无情,1
10171,浙江只有江南皮革厂倒闭了,1
10172,我觉得赵雷应该给你终生免费听演唱会的,1
10173,吕小妞和我在成都的街头走一走,4
10174,我怎么觉得我几年前就听过这歌的并不是最近才红起来了啊,1
10175,南山南也有童声,1
10176,是时候开始多读些书了因为我也想写出超多赞的评论,9
10177,喜欢后面的童声,3
10178,不错,1
10179,今天还是很喜欢你,3
10180,周杰伦的,1
10181,因为一个人爱上一座城,1
10182,朋友开车去成都了多公里,2
10183,也许吧,1
10184,写歌的人假正经听歌的人自煽情,1
10185,真的四川挺好的,1
10186,很好从刚开始的评论到现在的真的为你感到高兴不只是因为这首歌更是因为终于可以有很多人在一起安静的听一首歌了,9
10187,我是不是最晚听这首歌的,1
10188,这个跟无法长大那个专辑的成都有毛的区别黑人问号脸,2
10189,因为一首歌火了一个酒馆,1
10190,你说萃皮萃皮你有萃皮外面下雨你有萃皮你个傻瓜外面下雨你有我一起淋雨嘛我又不是伞呢赵雷的分别在九月我们的分别在三月反正我的心已经随你去了这躯壳您要不也任性带走,1
10191,这个你自己解决,1
10192,哈哈哈哈,1
10193,我是一个成都小伙喜欢赵雷已经三年了,6
10194,正能量三观正一起做有用的人,1
10195,我是万,1
10196,刚刚分手一个月还在努力挽回一直在无限的悔恨中恨当时的自己不懂珍惜不希望最后变为遗憾,1
10197,祝福,9
10198,分离是思念的始回忆是思念的愁,1
10199,他会在玉林路等你,1
10200,喜欢成都这座城市这首歌满足了我对民谣的所有想象,6
10201,昨晚专程去了小酒馆门面很小里面也很拥挤可因为你一首歌一切都变得有味道老板多么幸运,1
10202,去哪儿听,1
10203,你去听晴天再看看,1
10204,成都带不走的只有你只有你,2
10205,成都带不走的只有你我暗恋的那个人我喜欢你,0
10206,哈哈哈也吓着我了呢,1
10207,总有一天会有一个人看你写过的所有状态读完写的所有微博看你从小到大的所有照片甚至去别的地方寻找关于你的信息试着听你听的歌走你走过的地方看你喜欢看的书品尝你总是大呼好吃的东西只是想弥补上他迟到的时光,5
10208,我第一次去成都的时候还青春年少高中毕业当一个沙发客有一晚我住在一个岁的美丽的姐姐家里那一晚真的觉得成都很美妙啊,8
10209,嗯嗯一定会好起来的谢谢你,1
10210,说的也对但她干过那种工作的可我放不下老哥,1
10211,可是心里实在放不下,1
10212,都爱啊,1
10213,因为一首歌怀念一座城,1
10214,嗯瞎了,1
10215,我爱的他在重庆希望爱情不分性别,1
10216,一首充满道德绑架的歌,1
10217,你会回到你的成都我也会回去南京,2
10218,高考结束一个人一个背包一心想去成都最后父母不同意到现在已经过去年了我想成都是我心底向往的地方当年的计划我仍历历在目不知什么时候我可以去成都的街头走一走带着我的她一起,8
10219,西宁的天依旧如此冷此时心情亦如冰冻三尺的寒冰畅想春风拂面携童子五六人开怀大笑踏上川藏线路过成都像令狐冲潇潇洒洒得走,2
10220,成都成都想一个人去走走你走过的路,2
10221,我到了成都你却把我弄丢了,2
10222,这首不难弹,1
10223,好想和你一起去成都但是我还没找到你,2
10224,成都一座来了就不想走的城市幻想下,4
10225,科普下,1
10226,个人感觉成都好听些哈哈,4
10227,好像你喜欢这首歌,3
10228,带不走的只有你,1
10229,杰伦的吗,1
10230,现在还有多少人一直喜欢成都的热度一过去是不是很多人对他的热情也失去了你们是喜欢这首歌呢还是喜欢这种跟风,0
10231,不知不觉把他乡当故乡,1
10232,该犯的错始终会犯的即使回到当初你还是会做一样的事情毕竟每个人都不能预知未来,1
10233,我上厕所的时候听见旁边位置的人放了首歌瞬间把我震撼的把拉了很长的屎夹断了我赶紧听歌识曲然后情不自禁的跟着唱了起来,1
10234,在成都的路公交车上听着成都我没有惊心动魄的故事也没有刻骨铭心的爱情生活可以轰轰烈烈也可以平平淡淡至今没有去过玉林路将来有可能会去小酒馆唯一深有感触的可能就是成都的阴雨缠绵了,8
10235,好幸福兜兜转转原来你也在这里,1
10236,有很多改版的,1
10237,重复听了好几遍,1
10238,可能因为是毕业季吧,1
10239,你是回复错了嘛,1
10240,月,1
10241,百听不厌我爱成都,2
10242,去听听晴天,1
10243,很好听,9
10244,不要愿意看别看啊,1
10245,听成都以前他还没火,2
10246,是九月,1
10247,感觉最后一段狗尾续貂的人有木有,1
10248,是想你前男友才哭,1
10249,我挺喜欢看别人讲故事的,3
10250,你去搜一下晴天,1
10251,西塘古镇,1
10252,不要问我为什么要下载这首歌唯一的理由是评论老夫听歌多年这评论量着实吓人,9
10253,分别总是在月,1
10254,为什么能火或许我没有乡愁吧,1
10255,不舍得,1
10256,那么你是什么人呢,1
10257,希望你说的是真的,1
10258,缘分注定你们会在一起好好珍惜吧,1
10259,评论竟然这么多就让我淹没在评论的大潮里吧第一次付费音乐就是买的雷子的专辑一首首歌陪伴我走了很久每个人都有自己的成都每个人都有自己的理想每个人也都有自己的南方姑娘听雷子给自己最多的就是一次次的共鸣祝福希望你开心如愿的走在这条路上也祝福自己的路开心如愿,1
10260,加油,9
10261,走到天长路的尽头坐在门口,1
10262,在成都呆过四天但是我依然有一些故事,4
10263,在西塘听过这首歌之后感觉这歌有毒单曲循环中,1
10264,希望您能到访我的歌手主页欣赏我的音乐谢谢评论有人侮辱我请水军我发誓从没有所以请不要在意感谢每一个支持我的你,9
10265,呵呵我只想说玉林路火了,1
10266,让我掉下眼泪的不止那一个拥抱一个吻我是有多想你,1
10267,嗯成都再次的再见,2
10268,祝你们幸福,1
10269,你怎么还不结婚啊,1
10270,睡不着的时候单曲循环也是很不错的只是再没有人与我分享这种心情,1
10271,我们丽江酒吧街全部都是的歌,1
10272,刚刚落地进入成都市区出租车师傅给我说没有玉林路只有玉林东西路走到头是高架桥小酒馆是赵雷自己开得,4
10273,加油一切都会好的,9
10274,看到异地的前男友唱了这首歌我一直单曲循环他的版本心里不免会想入非非他是不是在为我而唱呢我每天都在成都的街头走可还是没能挽到他的衣袖,4
10275,头像悲剧,1
10276,来个十级的村民见我,1
10277,名字是时候就改了吧,1
10278,哎长沙策长沙要是有普通话版就好了,1
10279,为毛不显示同城,1
10280,希望雷子能一直这么下去不骄傲不膨胀,1
10281,新疆听成都,2
10282,自从看了网易云音乐的评论后发现自己的知识亟需提高了从此看网易云音乐的评论成为我的一种习惯,9
10283,听着女版成都看着原版评论,4
10284,所有人都想拯救世界却没人想帮妈妈洗碗,1
10285,朋友聊聊天的有么,1
10286,很难受兄弟,1
10287,作为成都人很骄傲,2
10288,讓我感到為難的是掙扎的自由,1
10289,民谣崛起了,1
10290,就服你,1
10291,学霸孝子高富帅饵咸钩直,1
10292,感觉网易云是一个通人性的播放器你跟它相处的越多它越了解你的口味,1
10293,还有对于你呵呵哒我只想说句,1
10294,看看评论都在讲他们的故事你没有故事所以感受不到,9
10295,是你的故事不是别人的,9
10296,因为你没有成都的故事,4
10297,酱紫噢,1
10298,我是汉族啊,1
10299,求求不要把你们的情情爱爱拿出来成天嚷嚷行吗网易云这是咋了成天在逼逼你们那些破事多大的人了作业做了吗挣到钱给爸妈买礼物了吗我他妈就不知道你们有什么念念不忘的在你们看来是一首歌引起了你的情感共鸣和对人生经历的回忆对于我来说就是一群缺爱又闷骚的少男少女再释放荷尔蒙,1
10300,我在武昌听成都,2
10301,儿歌比较适合你,1
10302,恕我直言来评论的人都很有品味,9
10303,共郎长行莫围棋,1
10304,我们一起去啊,1
10305,真想去成都去看看我很向往,2
10306,这首歌如果没有自己的经历的话就是白开水刚听的前几天脑子里会自动回放过两周就没了,1
10307,大学以后就很少再见面了吧为了再见你一面我来到成都街头走走陌生的街道却没见到熟悉的你希望不会有尽头希望在街角突然遇到你的背影后来还是见到你一面再听到这首歌因为你又怀念这座城,7
10308,节目给带动的,1
10309,会好起来的,1
10310,虽然有点的意思但在我听来这首歌真的一般不适合我这种只听旋律的人,1
10311,我在武汉听成都,2
10312,和我在高淳的街头走一走直到所有的灯都熄灭了也不停留你会挽着我的衣袖我会把手揣进裤兜走到宝塔路的尽头坐在富克斯的门口,1
10313,这首歌对我非常有感觉,1
10314,重新爱上民谣,1
10315,东莞,1
10316,宋胖子没故事陈鸿宇没故事真是呵呵了,9
10317,成都要成为网易云第四大神曲,4
10318,你能带走成都我服你,2
10319,最近总是想起夏天夜里我穿你的大恤和你手拉手在北戴河压马路的日子,1
10320,我不搞基,1
10321,哈哈哈当然啦,1
10322,我永远忘不了那个四川女孩她是我情窦初开喜欢的第一个女孩以至于没没听到成都内心总会隐隐作痛我不能也不想再等你了我还有我的生活我还有爱我的人我不想放弃自己不想辜负了他们愿你以后一切安好我想你的时候我就会来听这首歌的晚安,6
10323,大冰说第一次听赵雷唱歌惊为天人我第一次听赵雷唱歌是年前在学校里居然都失眠了然后我就不能理解这样的声音怎么会不火今天在食堂听到有学弟唱你的歌我在那瞬间居然觉得很不高兴就像我的珍宝被别人窥基了一样,1
10324,刚才玩着游戏猛然对面骂了我们一句突然想起来他骂得那句好像跟前男友一样的傻逼可是打开网易云听起这首歌居然想流泪了,1
10325,故事很重要情节很重要很有感觉,1
10326,真的很好被感动了,1
10327,前段时间莫名爱上民谣听到成都白听不厌的歌每次听都想去成都走走感受嗯等毕业存钱一定要去一次,4
10328,心烦意乱时失眠时听一曲爽呆了,1
10329,井底點燈深燭伊,1
10330,雪,1
10331,求几个四川的朋友,1
10332,今晚被一个歌声吸引进去坐下来好好听完了我说这是什么歌成都啊原来成都是那么好听,8
10333,对又不对差不多吧,1
10334,你想要个女票陪你在成都走一走,2
10335,俺也来了,1
10336,我又来了,1
10337,平复心情中,1
10338,眉山人小时候经常去成都一直觉得成都超级棒现在在自贡读书以后想找个成都的姑娘在成都买套房子就在成都过吧别说什么少不入川我就是喜欢四川特别喜欢成都,10
10339,呜哇呜哇又想她,1
10340,因为你没有故事,9
10341,让我掉下眼泪的还有你的颜,1
10342,石家庄老铁顶上,1
10343,是吗,1
10344,呀好哇,1
10345,第一次听这首歌的时候是那个她推荐给我听的,1
10346,欣赏不动不知道这首歌到底好在哪里无法触动我听宋冬野和陈鸿宇能默默流下泪来赵雷实在不知道好在哪里不怕被打,1
10347,能一直循环的都有一个攥着自己衣袖的曾经,1
10348,听你听过的每首歌希望将来你能看到,1
10349,我也是听到就会想到他揣裤兜的样子,1
10350,结尾那个小姑娘和南方姑娘里那个是一个吗,1
10351,成都晚安你晓得我想要什么,2
10352,有机会会再去的,1
10353,嗯哼,1
10354,可以来耍嘛,1
10355,谢谢你,1
10356,我借给你下载吧,1
10357,羡慕着定居在成都的,2
10358,此成都非彼成都每个人心中都有一个非常值得回忆的地方这个地方统称为成都,4
10359,大专毕业后跟随父母来到成都在成都待了接近一年以后离开了成都认识了好几个成都的朋友虽然都是女的在成都朋友把我带上了民谣这条路深深地喜欢上了民谣虽然现在不在成都了但是好想再回成都去九眼桥和朋友喝个通宵很喜欢成都这个城市也很喜欢成都这首歌,10
10360,我也是,1
10361,大冰说第一次听赵雷唱歌惊为天人我第一次听赵雷唱歌是年前在学校里居然都失眠了然后我就不能理解这样的声音怎么会不火今天在食堂听到有学弟唱你的歌我在那瞬间居然觉得很不高兴就像我的珍宝被别人窥基了一样,1
10362,对啊就在成都,2
10363,东莞东莞,1
10364,明天去外地想下载歌在火车上听结果发现都不能下太悲伤了,1
10365,我每次听这句很有画面感,1
10366,网易会员就可以需要的话我可以借给你,1
10367,我会把手揣进裤兜不知为何每次听到这句我的脑海中就会浮现你的身影觉得自己如果是那个挽着你衣袖的少女该多好高中以来六年了我以为早已把所有的回忆都留在年的西湖边了听到这首歌时才觉得那只是写给自己的笑忘书罢了,1
10368,赵小雷你知道吗鹿先森在成都正火艺术中心说你的成都都快成国歌啦,2
10369,火,1
10370,成都,2
10371,稳,1
10372,考研不易加油我明年考,9
10373,第一次听这首歌那个人在我朋友圈里分享现在那个人已经不在我的好友列表里了,1
10374,你让一个在石家庄读书的成都娃儿如何回答,2
10375,所有的歌都下载不了吗求解答,1
10376,有些事情没有说出来会后悔一辈子,1
10377,其实听起来没有我想象中那么好听可能是因为我并不喜欢这个类型,5
10378,听了这么多翻唱回过头还是原唱声音一出两秒被感动,1
10379,文艺青年们的感慨有什么用吗追求的东西现实吗现在火几天又会像南山南吧,1
10380,我羡慕你女朋友让她好好珍惜你,1
10381,哎这评论刷的真是让人忧心啊,9
10382,加油,9
10383,个人感觉吧晴天是我听了十多年的歌了,1
10384,我很烦的啊,1
10385,我就说这房价怎么上去了哈哈哈,1
10386,后天出发去华西复试努力了大半年终于到了最后的时刻一遍遍告诉自己不要紧张放轻松可是还是悬着一颗心七上八下所以我来听一听成都想留在川大亲自去走一走歌里唱过的地方嗯嗯我可以的,4
10387,最近怎么这么火,1
10388,我从未忘记你带不走的只有你让我想起了那年夏天你还是我们班里的同学我们还很陌生但是我已经开始慢慢关注你了你却不知道也不明白可如今你已经是手腕着他的衣袖我只好一个人把手揣进裤兜这些字一个一个打出来的时候我的眼泪不自觉的流夜漫漫繁星点点我的心如此难受,1
10389,祝福你们希望我和他也能像你们一样兜兜转转之后还能回到原地抓住彼此,1
10390,我希望成都能带走的是你,4
10391,咱两下班差不多,1
10392,一年前没人听的时候觉得还好现在学校里随便走走都能听到有人唱心里说不出的感觉,1
10393,和你在一起成都的街头走一走看来是不可能了我还是自己一个人去成都吧,8
10394,成都小时的记忆很模糊只有金牛公园游乐园动物园因为只是放长假会来成都找爸妈长大了会常去成都见证了二环的高架地铁的开通还有春熙路和万年场的跨年公园大爷拉的空竹楼下的冒菜馆年一个人在阳台淡淡的路灯下喝着可乐啤酒吃着烤鸭看完世界杯爱上了足球爱上了成都,2
10395,是的,1
10396,希望有人和自己在同一个战壕里却亲手把队友推开了隔着前进的到底是什么真想可以像歌中那样可以感受那份彼此的奋斗并相濡以沫,1
10397,我没去过成都也不是成都人但我就是喜欢这首歌,10
10398,恩成都火了,2
10399,你运气真好我为了跟喜欢的女生报到一个学校只有一个学校不一样结果的分别在这两个学校,3
10400,你去听听杰伦的晴天看看评论就知道了,9
10401,都结婚半年了一定要幸福啊,1
10402,明天去远洋太古里耍,1
10403,作为一个兰州人表示更喜欢杀死那个石家庄人每次听到都像打了鸡血一样,5
10404,你真厉害教我写代码吧,1
10405,晚安,1
10406,歌很好但不入我心可能我不是成都人吧支持,2
10407,看到万的评论我也来一个很好成都有机会去一次,4
10408,读研是去研究院的门槛中科院在成都算好点的工作了,2
10409,我想有个能念你的东西,1
10410,我练了一周了,1
10411,单曲循环依旧看不完你们的故事每隔几分钟就能看到新的评论我要睡觉了晚安,9
10412,同为石家庄人被你的评论笑到了,9
10413,突然发现我的男神是四川的那里还有成都,2
10414,如果你们谁在昆山认识一个女孩叫李继怀陕西蒲城的一定要告诉她有一个男孩叫周春辉喜欢她从见到她的第一眼开始哪怕她一直不理他他也不介意也不会放弃,3
10415,谢谢,1
10416,早点睡觉别想太多,1
10417,想了很久终究没有再发高考多少天我喜欢你多少天现在你就坐在我的后面中午你说你不知道选什么专业以后想干嘛你姐让你做药剂师我都很认真的在听我说我要学法律你说我不行没威严我想说我只是对你很温柔对你一个人而已我想陪你去厦门可以么,3
10418,愿我们都会有美好的未来吧开心才是主要,1
10419,怎么一个个都那么多故事,9
10420,考研加油我不会放弃,9
10421,真的好想去成都中科院唉感觉越走越远,4
10422,第一次听一般第二次听还是一般第三次听单曲洗脑了,1
10423,没事好好努力就行了,1
10424,加油撒,9
10425,你可以听听周杰伦的晴天,1
10426,我弟弟也快高考了希望你们都有一个美好的未来,1
10427,目前我见过的评论最多点赞最多的一首歌,9
10428,祝福,9
10429,我明明是听迷幻摇滚二次元的给我推荐民谣干啥,1
10430,哈哈,1
10431,国家线出来了导师找了研究生稳了很开心一路努力,1
10432,你又调皮了,1
10433,我是开外万能的网易民送我上评榜,1
10434,有种莫名的鼻酸成长的孤独感和对未来生活和自己的不自信都扑面而至,1
10435,大街小巷放着这个歌就像当年我伦的七里香,1
10436,在这座阴雨绵绵的城市里经常会看见情侣们手牵着手紧紧拥抱躲在狭窄的屋檐下轻声软语每当这个时候我都会砰地打开宝宝的国产高档全自动双层雨伞骄傲的走进雨中留下了单身狗特有的孤单而又潇洒的背影,1
10437,我要去成都见你,2
10438,蛮好听的,9
10439,生日快乐,1
10440,祝你生日快乐,1
10441,生日快乐,1
10442,我听你第一首歌是理想听完我就喜欢上了它现在当听到这首歌我突然发觉自己可以懒散的日子真的不多了还有天就要高考了然后自己该去哪喜欢的人又会有什么变换真的不敢想,3
10443,卧槽多万的平均,1
10444,相互关注吧很喜欢你,3
10445,在成都喜欢上一个男生然后没有然后了,0
10446,可是你们石家庄那首是真的好听啊,9
10447,我听哭了,1
10448,有机会一定要去我们重庆的隔壁成都,2
10449,没事我就是成都人可我不知道你说的是不是那个我们四川方言讲究太多了但相比其他地方的方言还是算比较好懂的,4
10450,第一次在成都的茶馆喝茶第一次在成都的街头吃串串后来有了第二次第三次年了成都依然是我内心向往的城市,4
10451,看了你们的评论你们都和自己心爱的人在成都什么什么的但是我和她在郑州喜欢雷子喜欢这首成都为了这首歌一会和她去成都听成都走在成都的街头她挽着我的衣袖我把手揣进裤兜,10
10452,为啥给我日推这首不想听,1
10453,陕西人,1
10454,如果是购置还需要解释吗和普通话理解一样的,1
10455,是我太旧没听民谣了吗听着真没觉得有什么特别的,1
10456,最近单曲循环的歌特别适合晚上带上耳机听着入睡,1
10457,温州只有浙江温州江南皮革厂倒闭了,1
10458,成都欢迎了,2
10459,祝你们幸福,1
10460,喜欢每天睡觉的时候都单曲循环感觉每次听都有不一样的心情,5
10461,你说的勾子是屁股的意思,1
10462,听歌跟搞基有什么关系,1
10463,我记得有一次跟我一成都的老同学聊天问他成都咋样他说一个来了不想走的城市,8
10464,兄弟不搞基,1
10465,听,1
10466,一直想听雷子的歌一直认为雷子演唱会的门票很低不急着去然而这个寒假我表妹说有个节目赵累的歌在最后要到凌晨点我一直认为雷子会唱画最后雷子以成都收尾然后就是一夜之间雷子火了各大版本的成都出现了我也知道我这个穷学生再也去不了雷子的演唱会了但雷子终于火了,2
10467,好啊去找你玩虽然并不知道你是谁,1
10468,杭州带不走的也只有你,1
10469,可以在顺路来个重庆呀,1
10470,唱这首歌给你听你听不听,1
10471,有机会一定要去成都的街头走一走,4
10472,西成高铁马上开了准备暑假坐高铁去吃火锅,1
10473,我喜欢的人是成都的所以就来听听这首歌感受下他的家乡我真的好喜欢你,0
10474,完全陶醉,1
10475,希望我的小何每天开开心心活泼开朗少些烦恼我会加油努力的嗯老张加油,9
10476,祝幸福,1
10477,尤先森你的名字会不会过了今年变成过去式每过一年都要告诉自己一次他从来没喜欢过你该放弃了算一下好多年了呢用来描述你的词越来越少但愿想念和爱你也一年比一年少要我自己去成都去你说的最后一个城市但愿可以把对你所有的思量和爱放在成都,10
10478,民谣不该穷我觉得自己也不该穷可为啥还是这么穷,1
10479,每首歌都太有感觉了,1
10480,祝天下有情人终成姐妹来自单身狗的祝福,9
10481,中了成都的毒,2
10482,好喜欢你的这个看法啊,3
10483,扎心了老铁,1
10484,看不懂,1
10485,看过我是歌手喜欢上了赵雷因为赵雷对成都产生了向往每个人心里都有一个成都那些不曾在意的光景现在却成了心中的向往每次听这首歌心里难免会留下淡淡的愁,6
10486,真的好听虽然是火了以后才知道,9
10487,在云南待久了也会一点这的方言了,1
10488,之前喜欢成都是因为爸爸对它的赞美现在喜欢成都是因为遇到才华横溢的你来自成都喜欢一个人始于才华陷于才华忠于才华遇见我已经很开心了只可惜你的路早已被安排好只能为你祝福呢,0
10489,没有故事的我听不出什么忧愁,9
10490,不知道你们那里来的感动作为一个成都人的我都没有觉得成都有你们说的那么好啊,2
10491,听一首歌想一个人择一座城人生如此足已,1
10492,和你们的云南方言板扎埋埋差不多意思,1
10493,因为明望跑过来特意听成都虽然之前没怎么听过民谣不过这首歌听起来满满的都是情怀,4
10494,生日快乐,1
10495,世上最令人惊喜的一件事情是你原本以为没有机会相识的人会在网易云今天生日一定要快快乐乐的,1
10496,不感觉好听,1
10497,谢谢哈心情不好的时候很喜欢来网易云因为在这里的陌生人都很温暖,5
10498,最喜欢那句离别总是在九月高中谈过一段刻苦铭心的恋爱从高二开始高三的最后一段时间老师和父母都反对我们最怕的却是高考后不能和他在一起结果他二本我三本年七夕是我们的最后一个情人节九月我们各自去了自己的学校终究敌不过异地年的九月我们分开了,3
10499,至少可以安静的做个听众嘛,1
10500,生日快乐,1
10501,成都带不走的只有你成都有种回去看看的冲动,2
10502,晚好哦哦哦啦啦啦听单有惊喜啦,1
10503,他这个人有问题,1
10504,祝平凡的我岁生日快乐愿一切安好,1
10505,我是娄底滴啊也是老乡咯,1
10506,说走出来其实还一直在里面,1
10507,切我还以为遇到老乡了,1
10508,很不容易祝福对的人绕了半个地球还是会相遇,9
10509,唉我的口琴呀吹给谁听啊,1
10510,有首歌叫做杀死那个石家庄人,1
10511,呵呵我在十堰,1
10512,淡淡的忧伤走过千山万水唯独家乡最可爱,1
10513,好想知道这是什么梗,1
10514,现在的我们开始讲彼此的故事有酒有故事跟不跟我们走我没有忘记你关于你的一切都写在我的微博污,9
10515,是的呀,1
10516,确实犀利我挺喜欢,3
10517,你也在长沙,1
10518,嘴太狠了,1
10519,被教书耽误了的段子手,1
10520,可惜喜欢听歌的人五音不全,3
10521,同长沙,1
10522,你的蓝盆友在这里哦,1
10523,对脏话但也不绝对有时夸人也用和先人板板这些同类词一样怎么有人对你说这个词吗,1
10524,第天今天去听了张雪峰老师的课好幽默啊哈哈哈,1
10525,每个人心中都有座自己的成都或许它是童年老树下的笑语欢声或许它是少年暖阳下的朗朗书声再或许它是今朝打拼的汗水决心这成都啊终归是每个游子心中对过往的思恋和对远方的向往吧,2
10526,下雨天想念一个人,1
10527,可不是嘛咱都是有艺术修养的人,1
10528,为什么呢去追啊,1
10529,爱屋及乌,1
10530,前年第一次去成都时被偷了手机差点回不了北京嗯好吃的再多也弥补不了我受伤的心,4
10531,云音乐小秘书,1
10532,我也会,1
10533,对啊音乐是有很大的魅力的,1
10534,当我们什么都不能聊时我们只谈音乐多好呀,1
10535,说的很对,1
10536,之前在评论区看到有宝宝上传了现场版的看到的能再分享下嘛,9
10537,因为一首歌爱上一座城,1
10538,我非常想你但我不会说你已经这么牛逼了不能让你太骄傲,1
10539,一般骂人时会用的表示愤怒吧,1
10540,真的希望网易云多一个功能如果某两个人歌单相似度以上应该推荐让这两个人认识不管是男是女我想可能都会成为朋友因为音乐无隔阂当我们什么都不能聊时我们至少可以谈谈音乐聊聊所谓的诗和远方,1
10541,一个人吗,1
10542,歌确实好听不过歌词里除了有个玉林路跟成都还有别的关系吗换成北京上海也毫无违和感,4
10543,民谣是一种灵魂累了的时候听民谣真的很放松,1
10544,真的很好听,9
10545,第一次听这首歌是在街边一个高个略带忧伤的流浪歌手赶时间的我不知道回头了多少次因为我觉得他的歌声里有故事,1
10546,那就不要想太多我刚下班好累,1
10547,雷子,1
10548,柳蓉多么好听的名字啊,9
10549,吵架吵的很凶很凶也许开始就是个错误,1
10550,因为啥,1
10551,去听晴天,1
10552,万了,1
10553,没毛病老铁,1
10554,同我也刚分手今年夏天准备一个人去成都,2
10555,我爸特别喜欢腾格尔的歌尤其是天堂,3
10556,兜兜转转还是她啊祝幸福,1
10557,我要和他分手了这个月号我就要自己去成都了他说要带我走我想去的地方但是我知道自己的路还是要一个人走,4
10558,當夜幕降臨當黑暗籠罩當時鐘滴答和呼吸聲都變得清晰只有音樂能讓我們卸下所有防備坦誠相對那一首歌曾讓你紅了眼眶那一首歌曾給你溫暖力量哪一首歌讓你嘴角上揚哪一首歌有曾讓你灰心失望,1
10559,你补缺了我当年的遗憾祝你幸福,1
10560,成都只是一个代名词是所有离开家乡的人对所有除家乡以外的某个地方以及某个人的念想,4
10561,比如说来双高仿阿迪耐克,1
10562,现在来网易不仅为了歌更多是为了故事那些幸福的不幸的勾起回忆的就哭泣没有相同经历的就想感同身受在夜深人静的时候致青春致真性情,9
10563,改变一个人的气质往往只需要有一双善于发现美的眼睛通过一点点小小的改变就能焕然一新,1
10564,越来越好但我还是喜欢刚开始火锅版,3
10565,想去成都,2
